IACO,IATA,NOMBRE,CIUDAD INGLES,CIUDAD ESPANOL,PAIS INGLES,PAIS ESPAÑOL,GRADOS LONGITUD,GRADOS LATITUD,ALTITUD,NULL
FAHB,,,HARTEBEESPOORTDAM,HARTEBEESPOORTDAM,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAHC,,,HOWICK,Howick,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAHD,,,HUMANSDORP,Humansdorp,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAHE,,HENDRINA,PULLENSHOPE,PULLENSHOPE,SOUTH AFRICA,SUDÁFRICA,29.619,-25.979,5170,1575.82
FAHF,,,HENRY'S FLATS,PISOS DE HENRY,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAHG,GHC,HEIDELBERG,HEIDELBERG,HEIDELBERG,SOUTH AFRICA,SUDÁFRICA,28.394,-26.506,5119,1560.27
FAHH,,,HIBBERDENE,HIBBERDENE,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAHI,,,HALALI,Halali,NAMIBIA,Namibia,0.0,0.0,0,0.0
FAHJ,,,HARDING,HARDING,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAHL,,,HLUHLUWE,Hluhluwe,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAHM,,,HERMANUS,Hermanus,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAHN,,,HENTIES BAY,Henties Bay,NAMIBIA,Namibia,0.0,0.0,0,0.0
FAHO,,HEILBRON,HEIBRON,HEIBRON,SOUTH AFRICA,SUDÁFRICA,27.996,-27.278,5200,1584.96
FAHP,,,HOOPSTAD,HOOPSTAD,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAHR,,HARRISMITH,HARRISMITH,Harrismith,SOUTH AFRICA,SUDÁFRICA,29.106,-28.235,5585,1702.31
FAHS,HDS,HOEDSPRUIT AFS,HOEDSPRUIT,Hoedspruit,SOUTH AFRICA,SUDÁFRICA,31.049,-24.369,1743,531.27
FAHT,,,HOEDSPRUIT,Hoedspruit,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAHU,,,HMS BASTARD MEMORIAL,HMS MEMORIAL BASTARDO,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAHV,,GARIEP DAM,HENDRIK VERWOERDDAM,HENDRIK VERWOERDDAM,SOUTH AFRICA,SUDÁFRICA,25.528,-30.562,4176,1272.85
FAID,,,IDUTYWA,IDUTYWA,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAJS,JNB,JOHANNESBURG INTERNATIONAL,JOHANNESBURG,JOHANNESBURGO,SOUTH AFRICA,SUDÁFRICA,28.246,-26.139,5558,1694.08
FAKA,,,KARIBIB,Karibib,NAMIBIA,Namibia,0.0,0.0,0,0.0
FAKB,,,KARASBURG,Karasburg,NAMIBIA,Namibia,0.0,0.0,0,0.0
FAKD,,KLERKSDORP,KLERKSDORP,Klerksdorp,SOUTH AFRICA,SUDÁFRICA,26.718,-26.871,4444,1354.53
FAKE,,,KEI MOUTH,Kei BOCA,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAKF,,,KOFFEE BAY,Koffee BAY,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAKG,,KOMATI POWER STATION,KOMATI POWER STATION,Komati Power Station,SOUTH AFRICA,SUDÁFRICA,29.455,-26.093,5280,1609.34
FAKH,,,KENHARDT,Kenhardt,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAKJ,,,KAMANJAB,Kamanjab,NAMIBIA,Namibia,0.0,0.0,0,0.0
FAKK,,,KAKAMAS,Kakamas,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAKL,,KRIEL,KRIEL,Kriel,SOUTH AFRICA,SUDÁFRICA,29.194,-26.252,5257,1602.33
FAKM,KIM,KIMBERLEY,KIMBERLEY,KIMBERLEY,SOUTH AFRICA,SOUTH AFRICA,24.765,-28.803,3950,1203.96
FAKO,,,KOMGA,Komga,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAKP,,KOMATIPOORT,KOMATIPOORT,Komatipoort,SOUTH AFRICA,SUDÁFRICA,31.93,-25.441,500,152.4
FAKR,,KRUGERSDORP,KRUGERSDORP,Krugersdorp,SOUTH AFRICA,SUDÁFRICA,27.726,-26.081,5500,1676.4
FAKS,,KROONSTAD,KROONSTAD,Kroonstad,SOUTH AFRICA,SUDÁFRICA,27.316,-27.661,4700,1432.56
FAKT,KMP,,KEETMANSHOOP,Keetmanshoop,NAMIBIA,Namibia,0.0,0.0,0,0.0
FAKU,,JOHAN PIENAAR,KURUMAN,Kuruman,SOUTH AFRICA,SUDÁFRICA,23.411,-27.457,4382,1335.63
FAKV,,,KOFFYFONTEIN,KOFFYFONTEIN,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAKW,,,KAREEDOUW,KAREEDOUW,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAKX,,,KHORIXAS,Khorixas,NAMIBIA,Namibia,0.0,0.0,0,0.0
FAKZ,KLZ,KLEINSEE,KLEINSEE,KLEINSEE,SOUTH AFRICA,SUDÁFRICA,17.094,-29.688,259,78.94
FALA,HLA,LANSERIA,JOHANNESBURG,JOHANNESBURGO,SOUTH AFRICA,SUDÁFRICA,27.926,-25.938,4517,1376.78
FALB,,LADYBRAND,LADYBRAND,Ladybrand,SOUTH AFRICA,SUDÁFRICA,27.453,-29.181,5200,1584.96
FALF,,,LOERIESFONTEIN,LOERIESFONTEIN,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FALH,,,LOHATHLA,LOHATHLA,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FALI,,LICHTENBURG,LICHTENBURG,Lichtenburg,SOUTH AFRICA,SUDÁFRICA,26.184,-26.176,4875,1485.9
FALK,,,LUSIKISIKI,Lusikisiki,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FALL,,,LYDENBURG,Lydenburg,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FALM,,,LAMBERTSBAAI,LAMBERTSBAAI,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FALR,,,LOUWATER,LOUWATER,NAMIBIA,Namibia,0.0,0.0,0,0.0
FALT,LCD,LOUIS TRICHARDT AFB,LOUIS TRICHARDT,Louis Trichardt,SOUTH AFRICA,SUDÁFRICA,29.696,-23.16,3069,935.43
FALW,,LANGEBAANWEG,LANGEBAANWEG,Langebaanweg,SOUTH AFRICA,SUDÁFRICA,18.16,-32.969,108,32.92
FALY,LAY,LADYSMITH,LADYSMITH,Ladysmith,SOUTH AFRICA,SUDÁFRICA,29.75,-28.582,3548,1081.43
FALZ,LUD,,LUDERITZ,Lüderitz,NAMIBIA,Namibia,0.0,0.0,0,0.0
FAMA,,,MATATIELE,MATATIELE,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAMB,,MIDDELBURG,MIDDELBURG,MIDDELBURG,SOUTH AFRICA,SUDÁFRICA,29.44,-25.685,4888,1489.86
FAMC,,,MIDDELBURG,MIDDELBURG,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAMD,,,MALAMALA,MALAMALA,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAME,,,MARION,MARIELA,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAMF,,,MALABAR,MALABAR,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAMG,MGH,MARGATE,MARGATE,MARGATE,SOUTH AFRICA,SUDÁFRICA,30.343,-30.857,495,150.88
FAMH,,,MALTAHOHE,Maltahöhe,NAMIBIA,Namibia,0.0,0.0,0,0.0
FAMI,,MARBLE HALL,MARBLE HALL,SALA DE MÁRMOL,SOUTH AFRICA,SUDÁFRICA,29.283,-24.989,2980,908.3
FAMJ,,MAJUBA POWER STATION,MAJUBA POWER STATION,Majuba Power Station,SOUTH AFRICA,SUDÁFRICA,29.778,-27.079,5600,1706.88
FAMK,MFK,MAFIKENG NORTH,MAFIKENG,Mafikeng,SOUTH AFRICA,SUDÁFRICA,25.612,-25.753,4150,1264.92
FAML,,,MARIENTAL,Mariental,NAMIBIA,Namibia,0.0,0.0,0,0.0
FAMM,MBO,MAFIKENG,MMABATHO,Mmabatho,BOPHUTHATSWANA,Bophuthatswana,25.548,-25.798,4181,1274.37
FAMN,,MALELANE,MALALANE,MALALANE,SOUTH AFRICA,SUDÁFRICA,31.566,-25.473,1153,351.43
FAMO,,,MOSSEL BAY,Mossel Bay,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAMP,MPA,,MPACHA,MPACHA,NAMIBIA,Namibia,0.0,0.0,0,0.0
FAMQ,,,MACLEAR,Maclear,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAMR,,,MARIESKOP,MARIESKOP,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAMS,MEZ,MESSINA,MESSINA,MESSINA,SOUTH AFRICA,SUDÁFRICA,29.986,-22.356,1881,573.33
FAMT,,,MEYERTON,MEYERTON,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAMU,,MKUZI,MKUZE,Mkuze,SOUTH AFRICA,SUDÁFRICA,32.044,-27.626,400,121.92
FAMW,MZF,,MZAMBA,MZAMBA,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAMY,,,MALMESBURY,MALMESBURY,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAMZ,,,MSAULI,MSAULI,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FANA,NNI,,NAMUTONI,Namutoni,NAMIBIA,Namibia,0.0,0.0,0,0.0
FANC,NCS,NEWCASTLE,NEWCASTLE,NEWCASTLE,SOUTH AFRICA,SUDÁFRICA,29.977,-27.771,4074,1241.76
FANG,,,NGALA,Ngala,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FANH,,,NEW HANOVER,New Hanover,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FANL,,,NEW LARGO,NUEVA LARGO,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FANS,NLP,NELSPRUIT,NELSPRUIT,Nelspruit,SOUTH AFRICA,SUDÁFRICA,30.913,-25.501,2901,884.23
FANV,,,NIEUWOUDTVILLE,NIEUWOUDTVILLE,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FANY,,NYLSTROOM,NYLSTROOM,Nylstroom,SOUTH AFRICA,SUDÁFRICA,28.435,-24.686,3900,1188.72
FAOA,OND,,ONDANGWA,Ondangwa,NAMIBIA,Namibia,0.0,0.0,0,0.0
FAOB,,OVERBERG,OVERBERG,Overberg,SOUTH AFRICA,SUDÁFRICA,20.25,-34.555,52,15.85
FAOD,,,ODENDAALSRUS,ODENDAALSRUS,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAOE,,,OMEGA,OMEGA,NAMIBIA,Namibia,0.0,0.0,0,0.0
FAOF,,,OLIFANTSHOEK,Olifantshoek,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAOG,OMD,,ORANJEMUND,Oranjemund,NAMIBIA,Namibia,0.0,0.0,0,0.0
FAOH,DUH,OUDTSHOORN,OUDTSHOORN,Oudtshoorn,SOUTH AFRICA,SUDÁFRICA,22.189,-33.607,1063,324.0
FAOI,,,ORIENT,ORIENT,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAOJ,,,OUTJO,Outjo,NAMIBIA,Namibia,0.0,0.0,0,0.0
FAOK,,,OKAKARARA,Okakarara,NAMIBIA,Namibia,0.0,0.0,0,0.0
FAOL,,,OTHAWA,OTHAWA,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAON,,,OKAHANDJA,Okahandja,NAMIBIA,Namibia,0.0,0.0,0,0.0
FAOO,OKF,,OKAUKUEJO,Okaukuejo,NAMIBIA,Namibia,0.0,0.0,0,0.0
FAOR,,,OLIFANTS RIVER BRIDGE,Olifants PUENTE DEL RÍO,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAOS,OHI,,OSHAKATI,Oshakati,NAMIBIA,Namibia,0.0,0.0,0,0.0
FAOT,,,OTTOSDAL,OTTOSDAL,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAOU,,,OPERET,OPERET,NAMIBIA,Namibia,0.0,0.0,0,0.0
FAOV,,,OTAVI,Otavi,NAMIBIA,Namibia,0.0,0.0,0,0.0
FAOW,,,OTJIWARONGO,Otjiwarongo,NAMIBIA,Namibia,0.0,0.0,0,0.0
FAOY,,,ORKNEY,Las Islas Orcadas,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAPA,,,PORT ALFRED,Port Alfred,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAPB,,PIETERSBURG INTERNATIONAL,PIETERSBURG,Pietersburg,SOUTH AFRICA,SUDÁFRICA,29.459,-23.845,4076,1242.37
FAPC,,,PRINCE ALBERT,PRINCE ALBERT,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAPD,,,POFADDER,POFADDER,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAPE,PLZ,PORT ELIZABETH,PORT ELIZABETH,PORT ELIZABETH,SOUTH AFRICA,SUDÁFRICA,25.617,-33.985,226,68.89
FAPF,,,PIET RETIEF,Piet Retief,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAPG,,PLETTENBERG BAY,PLETTENBERG BAY,Plettenberg Bay,SOUTH AFRICA,SUDÁFRICA,23.328,-34.09,465,141.73
FAPH,PHW,PHALABORWA,PHALABORWA,Phalaborwa,SOUTH AFRICA,SUDÁFRICA,31.155,-23.937,1432,436.47
FAPI,PTG,PIETERSBURG MUNI,PIETERSBURG,Pietersburg,SOUTH AFRICA,SUDÁFRICA,29.484,-23.926,4354,1327.1
FAPJ,,PORT ST JOHNS,PORT SAINT JOHNS,PUERTO Santos Juanes,SOUTH AFRICA,SUDÁFRICA,29.52,-31.606,1227,373.99
FAPK,,,PRIESKA,Prieska,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAPL,,,PONGOLA,Pongola,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAPM,PZB,PIETERMARITZBURG,PIETERMARITZBURG,PIETERMARITZBURG,SOUTH AFRICA,SUDÁFRICA,30.399,-29.649,2423,738.53
FAPN,NTY,PILANESBERG,PILANESBERG,Pilanesberg,SOUTH AFRICA,SUDÁFRICA,27.173,-25.334,3412,1039.98
FAPO,,,PHILIPPOLIS,PHILIPPOLIS,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAPP,,POTGIETERSRUS,POTGIETERSRUS,Potgietersrus,SOUTH AFRICA,SUDÁFRICA,28.984,-24.23,3500,1066.8
FAPQ,,POMFRET,POMFRET,Japuta,SOUTH AFRICA,SUDÁFRICA,23.538,-25.847,3820,1164.34
FAPS,,POTCHEFSTROOM,POTCHEFSTROOM,Potchefstroom,SOUTH AFRICA,SUDÁFRICA,27.082,-26.671,4520,1377.7
FAPT,,,POSTMASBURG,Postmasburg,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAPV,,,PETRUSVILLE,PETRUSVILLE,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAPW,,,PIETERSRUS,PIETERSRUS,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAPY,,PARYS,PARYS,Parys,SOUTH AFRICA,SUDÁFRICA,27.503,-26.889,4740,1444.75
FAPZ,,,PROGRESS,PROGRESO,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAQT,UTW,QUEENSTOWN,QUEENSTOWN,Queenstown,SOUTH AFRICA,SUDÁFRICA,26.882,-31.92,3637,1108.56
FARB,RCB,RICHARDS BAY,RICHARD'S BAY,Richard's Bay,SOUTH AFRICA,SUDÁFRICA,32.092,-28.741,109,33.22
FARC,,,RUACANA,Ruacana,NAMIBIA,Namibia,0.0,0.0,0,0.0
FARD,,,RIVERSDALE,Riversdale,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FARG,,RUSTENBURG,RUSTENBURG,Rustenburg,SOUTH AFRICA,SUDÁFRICA,27.271,-25.644,3700,1127.76
FARH,,,REHOBOTH,Rehoboth,NAMIBIA,Namibia,0.0,0.0,0,0.0
FARI,,,REIVILO,REIVILO,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FARK,WVB,,WALVIS BAY,Walvis Bay,NAMIBIA,Namibia,0.0,0.0,0,0.0
FARO,,,ROOIBERG,ROOIBERG,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FARP,,,ROSH PINAH,ROSH PINAH,NAMIBIA,Namibia,0.0,0.0,0,0.0
FARS,,ROBERTSON,ROBERTSON,ROBERTSON,SOUTH AFRICA,SUDÁFRICA,19.903,-33.812,640,195.07
FARU,NDU,,RUNDU,Rundu,NAMIBIA,Namibia,0.0,0.0,0,0.0
FARZ,,,REITZ,REITZ,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FASA,,,SANI PASS,SANI PASS,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FASB,SBU,SPRINGBOK,SPRINGBOK,Gacela,SOUTH AFRICA,SUDÁFRICA,17.939,-29.689,2690,819.91
FASC,,SECUNDA,SECUNDA,Secunda,SOUTH AFRICA,SUDÁFRICA,29.17,-26.524,5250,1600.2
FASD,,SALDANHA VREDENBURG,SALDANHA,Saldanha,SOUTH AFRICA,SUDÁFRICA,17.969,-32.964,50,15.24
FASE,,,SANAE,SANAE,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FASG,,,SCHWEIZER RENEKE,SCHWEIZER RENEKE,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FASH,,,STELLENBOSCH,STELLENBOSCH,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FASI,,SPRINGS,SPRINGS,SPRINGS,SOUTH AFRICA,SUDÁFRICA,28.398,-26.248,5340,1627.63
FASK,,SWARTKOP,SWARTKOP,SWARTKOP,SOUTH AFRICA,SUDÁFRICA,28.164,-25.809,4780,1456.94
FASL,,,SUTHERLAND,SUTHERLAND,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FASM,SWP,,SWAKOPMUND,SWAKOPMUND,NAMIBIA,Namibia,0.0,0.0,0,0.0
FASN,,,SENEKAL,Senekal,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FASO,,,STORMSRIVER,STORMSRIVER,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FASP,,,SIR LOWRY'S PASS,SIR'S PASS LOWRY,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FASQ,,,SEAGULLS,GAVIOTAS,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FASR,,,STANDERTON,Standerton,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FASS,SIS,SISHEN,SISHEN,Sishen,SOUTH AFRICA,SUDÁFRICA,22.999,-27.648,3848,1172.87
FAST,,,SOMERSET EAST,Somerset East,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FASU,,SACE,SACE,SACE,SOUTH AFRICA,SUDÁFRICA,29.209,-25.961,5149,1569.42
FASV,,,SILVER MINE,MINA DE PLATA,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FASX,,,SWELLENDAM,Swellendam,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FASZ,SZK,SKUKUZA,SKUKUZA,Skukuza,SOUTH AFRICA,SUDÁFRICA,31.589,-24.961,1020,310.9
FATB,,,THORNY BUSH GAME LODGE,JUEGO matorral espinoso LODGE,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FATC,,,TRISTAN DA CUNHA ISL.,Tristán da Cunha ISL.,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FATF,,TOMMYS FLD,TOMMY'S FIELD,CAMPO DE TOMMY'S,SOUTH AFRICA,SUDÁFRICA,22.993,-28.26,4360,1328.93
FATH,THY,P R MPHEPHU,THOHOYANDOU,Thohoyandou,SOUTH AFRICA,SUDÁFRICA,30.383,-23.079,2018,615.09
FATK,,,TSUMKWE,Tsumkwe,NAMIBIA,Namibia,0.0,0.0,0,0.0
FATM,TSB,,TSUMEB,Tsumeb,NAMIBIA,Namibia,0.0,0.0,0,0.0
FATN,TCU,THABA NCHU,THABA NCHU,Thaba Nchu,BOPHUTHATSWANA,Bophuthatswana,26.823,-29.319,4931,1502.97
FATP,,NEW TEMPE,BLOEMFONTEIN,Bloemfontein,SOUTH AFRICA,SUDÁFRICA,26.158,-29.033,4547,1385.93
FATR,,,TRENNERIES,TRENNERIES,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FATT,,TUTUKA POWER STATION,TUTUKA,TUTUKA,SOUTH AFRICA,SUDÁFRICA,29.339,-26.776,5313,1619.4
FATZ,LTA,TZANEEN,TZANEEN,Tzaneen,SOUTH AFRICA,SUDÁFRICA,30.329,-23.824,1914,583.39
FAUC,,,ULCO,Ulco,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAUH,,,UITENHAGE,Uitenhage,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAUK,,,USAKOS,Usakos,NAMIBIA,Namibia,0.0,0.0,0,0.0
FAUL,ULD,PRINCE MANGOSUTHU BUTHELEZI,ULUNDI,Ulundi,SOUTH AFRICA,SUDÁFRICA,31.416,-28.321,1720,524.26
FAUP,UTN,UPINGTON,UPINGTON,Upington,SOUTH AFRICA,SUDÁFRICA,21.261,-28.401,2791,850.7
FAUR,,,ULTRECHT,Utrecht,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAUS,,,UIS,UIS,NAMIBIA,Namibia,0.0,0.0,0,0.0
FAUT,UTT,UMTATA,UMTATA,Umtata,SOUTH AFRICA,SUDÁFRICA,28.674,-31.548,2400,731.52
FAVA,,,VAALPUTS,VAALPUTS,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAVB,VRU,VRYBURG,VRYBURG,Vryburg,SOUTH AFRICA,SUDÁFRICA,24.729,-26.982,3920,1194.82
FAVD,,,VREDE,Vrede,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAVE,,,VENTERSDORP,Ventersdorp,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAVF,,,VERBORGENFONTEIN,VERBORGENFONTEIN,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAVG,VIR,VIRGINIA,DURBAN,DURBAN,SOUTH AFRICA,SUDÁFRICA,31.058,-29.771,20,6.1
FAVI,,,VON ABO'S VILLA,ABO von VILLA,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAVP,,VANDERBIJLPARK,VANDERBIJLPARK,VANDERBIJLPARK,SOUTH AFRICA,SUDÁFRICA,27.778,-26.692,4867,1483.46
FAVR,,VREDENDAL,VREDENDAL,VREDENDAL,SOUTH AFRICA,SUDÁFRICA,18.545,-31.641,330,100.58
FAVU,,,VOLKSRUST,VOLKSRUST,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAVV,,VEREENIGING,VEREENIGING,Vereeniging,SOUTH AFRICA,SUDÁFRICA,27.961,-26.566,4846,1477.06
FAVW,,,VICTORIA WEST,VICTORIA OESTE,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAVY,VYD,VRYHEID,VRYHEID,Vryheid,SOUTH AFRICA,SUDÁFRICA,30.795,-27.787,3800,1158.24
FAWA,,,WARM BATH,BAÑO CALIENTE,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAWB,PRY,WONDERBOOM,PRETORIA,PRETORIA,SOUTH AFRICA,SUDÁFRICA,28.224,-25.654,4095,1248.16
FAWC,,,WORCESTER,WORCESTER,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAWD,,,WARDEN,DIRECTOR,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAWE,WDH,,WINDHOEK,WINDHOEK,NAMIBIA,Namibia,0.0,0.0,0,0.0
FAWH,,,WINDHOEK,WINDHOEK,NAMIBIA,Namibia,0.0,0.0,0,0.0
FAWI,,WITBANK,WITBANK,Witbank,SOUTH AFRICA,SUDÁFRICA,29.192,-25.832,5078,1547.77
FAWK,,WATERKLOOF AFB,WATERKLOOF,Waterkloof,SOUTH AFRICA,SUDÁFRICA,28.222,-25.83,4940,1505.71
FAWL,,,WILLISTON,Williston,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAWM,WEL,WELKOM,WELKOM,Welkom,SOUTH AFRICA,SUDÁFRICA,26.669,-27.998,4399,1340.82
FAWN,,,WINBURG,Winburg,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAWO,,,WILLOWMORE,Willowmore,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAWP,,,WEPENER,WEPENER,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAWR,,,WAVECREST,Wavecrest,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAWS,,WESSELSBRON,WESSELSBRUNN,WESSELSBRUNN,SOUTH AFRICA,SUDÁFRICA,26.35,-27.847,4200,1280.16
FAWT,,,WESTERBURG,WESTERBURGO,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAWY,,,WOLSELEY,Wolseley,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAYP,,YSTERPLAAT,YSTERPLAAT,YSTERPLAAT,SOUTH AFRICA,SUDÁFRICA,18.498,-33.9,52,15.85
FAZA,,,ZASTRON,ZASTRON,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAZP,,,MAZEPPA,Mazeppa,SOUTH AFRICA,SUDÁFRICA,0.0,0.0,0,0.0
FAZR,,ZEERUST,ZEERUST,Zeerust,SOUTH AFRICA,SUDÁFRICA,26.042,-25.599,4258,1297.84
FBCO,,,CAMP OKAVANGO,CAMP Okavango,BOTSWANA,BOTSUANA,0.0,0.0,0,0.0
FBFT,FRW,FRANCISTOWN,FRANCISTOWN,Francistown,BOTSWANA,BOTSUANA,27.474,-21.159,3283,1000.66
FBGM,,,GOMARE,GOMARE,BOTSWANA,BOTSUANA,0.0,0.0,0,0.0
FBGZ,GNZ,,GHANZI,Ghanzi,BOTSWANA,BOTSUANA,0.0,0.0,0,0.0
FBJW,JWA,JWANENG,JWANENG,Jwaneng,BOTSWANA,BOTSUANA,24.691,-24.602,3900,1188.72
FBKE,BBK,KASANE,KASANE,Kasane,BOTSWANA,BOTSUANA,25.162,-17.833,3289,1002.49
FBKG,,,KANG,KANG,BOTSWANA,BOTSUANA,0.0,0.0,0,0.0
FBKR,KHW,,KHWAI RIVER LODGE,RIVER LODGE Khwai,BOTSWANA,BOTSUANA,0.0,0.0,0,0.0
FBKY,,,KANYE,KANYE,BOTSWANA,BOTSUANA,0.0,0.0,0,0.0
